scenario,policy_id,class_id,class_type,members,member_count,profile_id,profile_semantic_hash,min_pairwise_jaccard,mean_pairwise_jaccard,max_edge_distance,source_candidate_group,split_depth,validation_pass
structured40_auto,J060,C0001,SHARED,l_sw01_sw02;l_sw02_sw03,2,AP_C0001,d222c3e3a6acd55dc431bdc010c087c3eb157506100893ba258a07fc1e72d891,1.0,1.0,0,G0001,0,True
structured40_auto,J060,C0002,SINGLETON,l_sw01_sw09,1,PF_l_sw01_sw09,0fff60364ba23f906b1cb5fe83516a78f7eeae808631c51a40ae389794a05664,1.0,1.0,0,G0002,0,True
structured40_auto,J060,C0003,SINGLETON,l_sw01_sw11,1,PF_l_sw01_sw11,a90924dd9a0a69dcf32816fe3fcff817593697bda7226a3cbeb9937fcfecb8ca,1.0,1.0,0,G0003,0,True
structured40_auto,J060,C0004,SHARED,l_sw03_sw04;l_sw04_sw05,2,AP_C0004,95f857e8f270eb5bbabefb5775f41f2e95c096c610fd99619abdb5e0b124d958,1.0,1.0,0,G0004,0,True
structured40_auto,J060,C0005,SINGLETON,l_sw03_sw11,1,PF_l_sw03_sw11,5b2820bcfcb40e8af7abc74eae1028720969f893db0c355cd97c84435b935981,1.0,1.0,0,G0005,0,True
structured40_auto,J060,C0006,SHARED,l_sw05_sw06;l_sw06_sw07,2,AP_C0006,f5875283aa2e76c988aba9a8623557e828a5bb427b02fe3abb884627310105d4,1.0,1.0,0,G0006,0,True
structured40_auto,J060,C0007,SHARED,l_sw05_sw13;l_sw13_sw21,2,AP_C0007,57339530221d5cb11006d884c2bcca5b9326e7b4b3e961e4c7e7be5342ba03cf,0.625,0.625,0,G0007,0,True
structured40_auto,J060,C0008,SINGLETON,l_sw05_sw15,1,PF_l_sw05_sw15,442eef0323bd0dd15d21a60b9734b66c0fe2b19215dbe3eef44e4c8e666f713c,1.0,1.0,0,G0008,0,True
structured40_auto,J060,C0009,SINGLETON,l_sw07_sw15,1,PF_l_sw07_sw15,48d8a1331696b8e73d115831c9f2cb3248fcb811af191585f80b8fa669cf0c60,1.0,1.0,0,G0009,0,True
structured40_auto,J060,C0010,SHARED,l_sw09_sw17;l_sw17_sw25,2,AP_C0010,c7407b43165feb2229f590b6007b59f3ee68fcc2640ff396178d159a048c6b36,0.7,0.7,0,G0010,0,True
structured40_auto,J060,C0011,SHARED,l_sw11_sw12;l_sw12_sw13,2,AP_C0011,b02b6b76928591c0903cc47e13f47bbf9187a961269cb0983c9f21cbcf005cdd,1.0,1.0,0,G0011,0,True
structured40_auto,J060,C0012,SINGLETON,l_sw11_sw19,1,PF_l_sw11_sw19,30b594f671bff9e680cebf9ab3ed606171016c764c1cfceff3f0d1ec88f37433,1.0,1.0,0,G0012,0,True
structured40_auto,J060,C0013,SINGLETON,l_sw15_sw23,1,PF_l_sw15_sw23,51f5498d2be98759da58ab8e2aa282b7989b5ba5763d3d0b949d918ccbe5b333,1.0,1.0,0,G0013,0,True
structured40_auto,J060,C0014,SHARED,l_sw17_sw18;l_sw18_sw19,2,AP_C0014,2a68db681f1511fdafc1c5cd6999734fb72cfbc5da9cdb8e8338db3365424d30,1.0,1.0,0,G0014,0,True
structured40_auto,J060,C0015,SINGLETON,l_sw19_sw27,1,PF_l_sw19_sw27,aac8cc3a6bcdfc708e5cc4c81404c4d3244f5a992a6608e107945b755f3abc51,1.0,1.0,0,G0015,0,True
structured40_auto,J060,C0016,SINGLETON,l_sw19_sw29,1,PF_l_sw19_sw29,29952575c4c7208b1292642793a5505868a24ee246e9fcb3b1c676bf4ce368cd,1.0,1.0,0,G0016,0,True
structured40_auto,J060,C0017,SHARED,l_sw21_sw22;l_sw22_sw23,2,AP_C0017,31add756dc5f8ca430062da6c4b6cc7dbd28fdb2d96f788c2c4ba6df54c7f7bb,1.0,1.0,0,G0017,0,True
structured40_auto,J060,C0018,SINGLETON,l_sw21_sw29,1,PF_l_sw21_sw29,88d150d47b250f50b0e20f6e625fab7d8e157c0511276ad08e879ecd239a2011,1.0,1.0,0,G0018,0,True
structured40_auto,J060,C0019,SINGLETON,l_sw23_sw25,1,PF_l_sw23_sw25,f4ab4fd692aa864ef925aae3d1f9bebccc4ef04db24c4b4d6345c043df15852d,1.0,1.0,0,G0019,0,True
structured40_auto,J060,C0020,SINGLETON,l_sw23_sw31,1,PF_l_sw23_sw31,a6e664270b59a25fd022fb0047f56040c49cd786a5301c0fd5eb6ac049ee87fc,1.0,1.0,0,G0020,0,True
structured40_auto,J060,C0021,SINGLETON,l_sw25_sw33,1,PF_l_sw25_sw33,b183b5e24153c34d300a03621316bb6405cdda7fa59570fa7b611381c3466ff6,1.0,1.0,0,G0021,0,True
structured40_auto,J060,C0022,SINGLETON,l_sw27_sw35,1,PF_l_sw27_sw35,6c493ef27c6d84281e77dd6965b70fcfd11f6e443e753d2dc26275fa6e2d8ce3,1.0,1.0,0,G0022,0,True
structured40_auto,J060,C0023,SINGLETON,l_sw29_sw37,1,PF_l_sw29_sw37,8cc1efcc2f90ca501643e70cb3c8c47ab286e0ffb0d713722409929b58ce73aa,1.0,1.0,0,G0023,0,True
structured40_auto,J060,C0024,SINGLETON,l_sw31_sw39,1,PF_l_sw31_sw39,3a872a541a7fbcd021084b5c97665a5b968ef189c88b51a17acccd097c406f39,1.0,1.0,0,G0024,0,True
